clock_req_mhz,t_since_heat_s,temp_c,power_w,clock_sm,throttle
300,19.61,37,57.162,300,0
300,19.66,37,57.221,300,0
300,19.71,37,57.221,300,0
300,19.76,37,57.221,300,0
300,19.81,37,57.221,300,0
300,19.86,37,57.221,300,0
300,19.91,37,57.221,300,0
300,19.96,37,57.221,300,0
300,20.01,37,57.221,300,0
300,20.06,37,57.221,300,0
300,20.11,37,57.221,300,0
300,20.16,37,57.162,300,0
300,20.21,37,57.162,300,0
300,20.26,37,57.162,300,0
300,20.31,37,57.221,300,0
300,20.36,37,57.221,300,0
300,20.41,37,57.548,300,0
300,20.46,37,57.548,300,0
300,20.51,37,57.221,300,0
300,20.56,37,57.221,300,0
300,20.61,37,57.489,300,0
300,20.66,37,57.489,300,0
300,20.71,37,57.162,300,0
300,20.76,37,57.162,300,0
300,20.81,37,57.162,300,0
300,20.86,37,57.162,300,0
300,20.91,37,57.162,300,0
300,20.96,37,57.162,300,0
300,21.01,37,57.162,300,0
300,21.06,37,57.162,300,0
300,21.11,36,57.162,300,0
300,21.16,36,57.162,300,0
300,21.21,36,57.162,300,0
300,21.26,36,57.162,300,0
300,21.32,36,57.162,300,0
300,21.37,36,57.162,300,0
300,21.42,36,57.162,300,0
300,21.47,36,57.162,300,0
300,21.52,36,57.162,300,0
300,21.57,36,57.162,300,0
300,21.62,36,57.162,300,0
300,21.67,36,57.162,300,0
300,21.72,36,57.221,300,0
300,21.77,36,57.221,300,0
300,21.82,36,57.162,300,0
300,21.87,36,57.162,300,0
300,21.92,36,57.162,300,0
300,21.97,36,57.162,300,0
300,22.02,36,57.221,300,0
300,22.07,36,57.221,300,0
300,22.12,36,57.221,300,0
300,22.17,36,57.221,300,0
300,22.22,36,57.221,300,0
300,22.27,36,57.221,300,0
300,22.32,36,57.221,300,0
300,22.37,36,57.221,300,0
300,22.42,36,57.162,300,0
300,22.47,36,57.162,300,0
300,22.52,36,57.162,300,0
300,22.57,36,57.162,300,0
300,22.62,36,57.162,300,0
300,22.67,36,57.162,300,0
300,22.72,36,57.162,300,0
300,22.77,36,57.162,300,0
300,22.82,36,57.162,300,0
300,22.87,36,57.162,300,0
300,22.92,36,57.162,300,0
300,22.98,36,57.162,300,0
300,23.03,36,57.162,300,0
300,23.08,36,57.162,300,0
300,23.13,36,57.221,300,0
300,23.18,36,57.221,300,0
300,23.23,36,57.221,300,0
300,23.28,36,57.221,300,0
300,23.33,36,57.162,300,0
300,23.38,36,57.162,300,0
300,23.43,36,57.162,300,0
300,23.48,36,57.162,300,0
300,23.53,36,57.162,300,0
300,23.58,36,57.162,300,0
300,23.63,36,57.221,300,0
300,23.68,36,57.221,300,0
300,23.73,36,57.221,300,0
300,23.78,36,57.221,300,0
300,23.83,36,57.221,300,0
300,23.88,36,57.221,300,0
300,23.93,36,57.162,300,0
300,23.98,36,57.162,300,0
300,24.03,36,57.221,300,0
300,24.08,36,57.221,300,0
300,24.13,36,57.162,300,0
300,24.18,36,57.162,300,0
300,24.23,36,57.162,300,0
300,24.28,36,57.162,300,0
300,24.33,36,57.221,300,0
300,24.38,36,57.221,300,0
300,24.43,36,57.162,300,0
300,24.48,36,57.162,300,0
300,24.53,36,57.162,300,0
300,24.59,36,57.162,300,0
300,24.64,36,57.162,300,0
300,24.69,36,57.162,300,0
300,24.74,36,57.221,300,0
300,24.79,36,57.221,300,0
300,24.84,36,57.162,300,0
300,24.89,36,57.162,300,0
300,24.94,36,57.162,300,0
300,24.99,36,57.162,300,0
300,25.04,36,57.162,300,0
300,25.09,36,57.162,300,0
300,25.14,36,57.162,300,0
300,25.19,36,57.162,300,0
300,25.24,36,57.162,300,0
300,25.29,36,57.162,300,0
300,25.34,36,57.162,300,0
300,25.39,36,57.162,300,0
300,25.44,36,57.162,300,0
300,25.49,36,57.162,300,0
300,25.54,36,57.162,300,0
300,25.59,36,57.162,300,0
300,25.64,36,56.889,300,0
300,25.69,36,56.889,300,0
300,25.74,36,57.162,300,0
300,25.79,36,57.162,300,0
300,25.84,36,56.889,300,0
300,25.89,36,56.889,300,0
300,25.94,36,57.162,300,0
300,25.99,36,57.162,300,0
300,26.04,36,57.162,300,0
300,26.09,36,57.162,300,0
300,26.14,36,56.889,300,0
300,26.19,36,56.889,300,0
300,26.24,36,56.889,300,0
300,26.29,36,56.889,300,0
300,26.34,36,57.221,300,0
300,26.4,36,57.221,300,0
300,26.45,36,56.948,300,0
300,26.5,36,56.948,300,0
300,26.55,36,56.948,300,0
300,26.6,36,56.948,300,0
300,26.65,36,56.889,300,0
300,26.7,36,56.889,300,0
300,26.75,36,56.889,300,0
300,26.8,36,56.889,300,0
300,26.85,36,56.889,300,0
300,26.9,36,56.889,300,0
300,26.95,36,56.889,300,0
300,27.0,36,56.889,300,0
300,27.05,36,56.889,300,0
300,27.1,36,56.889,300,0
300,27.15,36,56.889,300,0
300,27.2,36,56.889,300,0
300,27.25,36,56.889,300,0
300,27.3,36,56.889,300,0
300,27.35,36,57.221,300,0
300,27.4,36,57.221,300,0
300,27.45,36,57.221,300,0
300,27.5,36,57.221,300,0
300,27.55,36,56.948,300,0
300,27.6,36,56.948,300,0
300,27.65,36,56.889,300,0
300,27.7,36,56.889,300,0
300,27.75,36,56.889,300,0
300,27.8,36,56.889,300,0
300,27.85,36,56.889,300,0
300,27.9,36,56.889,300,0
300,27.95,36,56.889,300,0
300,28.0,36,56.889,300,0
300,28.05,36,56.948,300,0
300,28.1,36,56.948,300,0
300,28.15,36,56.889,300,0
300,28.2,36,56.889,300,0
300,28.25,36,56.948,300,0
300,28.3,36,56.948,300,0
300,28.35,36,56.889,300,0
300,28.41,36,56.889,300,0
300,28.46,36,56.948,300,0
300,28.51,36,56.948,300,0
300,28.56,36,56.948,300,0
300,28.61,36,56.948,300,0
300,28.66,36,56.948,300,0
300,28.71,36,56.948,300,0
300,28.76,36,56.948,300,0
300,28.81,36,56.948,300,0
300,28.86,36,56.889,300,0
300,28.91,36,56.889,300,0
300,28.96,36,56.889,300,0
300,29.01,36,56.889,300,0
300,29.06,36,56.889,300,0
300,29.11,36,56.889,300,0
300,29.16,36,56.948,300,0
300,29.21,36,56.948,300,0
300,29.26,36,56.889,300,0
300,29.31,36,56.889,300,0
300,29.36,36,56.948,300,0
300,29.41,36,56.948,300,0
300,29.46,35,56.948,300,0
300,29.51,35,56.948,300,0
300,29.56,35,56.948,300,0
300,29.61,35,56.889,300,0
300,29.66,36,56.889,300,0
300,29.71,35,56.948,300,0
300,29.76,35,56.948,300,0
300,29.81,35,56.889,300,0
300,29.86,35,56.889,300,0
300,29.91,35,56.889,300,0
300,29.96,35,56.889,300,0
300,30.01,35,56.948,300,0
300,30.06,35,56.948,300,0
300,30.12,35,56.889,300,0
300,30.17,35,56.889,300,0
300,30.22,35,56.948,300,0
300,30.27,35,56.948,300,0
300,30.32,35,56.889,300,0
300,30.37,35,56.889,300,0
300,30.42,35,56.889,300,0
300,30.47,35,56.889,300,0
300,30.52,35,56.948,300,0
300,30.57,35,56.948,300,0
300,30.62,35,56.948,300,0
300,30.67,35,56.948,300,0
300,30.72,35,56.889,300,0
300,30.77,35,56.889,300,0
300,30.82,35,56.889,300,0
300,30.87,35,56.889,300,0
300,30.92,35,56.889,300,0
300,30.97,35,56.889,300,0
300,31.02,35,56.948,300,0
300,31.07,35,56.948,300,0
300,31.12,35,56.889,300,0
300,31.17,35,56.889,300,0
300,31.22,35,56.889,300,0
300,31.27,35,56.889,300,0
300,31.32,35,56.889,300,0
300,31.37,35,56.889,300,0
300,31.42,35,56.889,300,0
300,31.47,35,56.889,300,0
300,31.52,35,56.948,300,0
300,31.57,35,56.948,300,0
300,31.62,35,56.889,300,0
300,31.67,35,56.889,300,0
300,31.72,35,56.889,300,0
300,31.77,35,56.889,300,0
300,31.83,35,56.948,300,0
300,31.88,35,56.948,300,0
300,31.93,35,56.948,300,0
300,31.98,35,56.948,300,0
300,32.03,35,56.889,300,0
300,32.08,35,56.889,300,0
300,32.13,35,56.948,300,0
300,32.18,35,56.948,300,0
300,32.23,35,56.889,300,0
300,32.28,35,56.889,300,0
300,32.33,35,56.948,300,0
300,32.38,35,56.948,300,0
300,32.43,35,56.889,300,0
300,32.48,35,56.889,300,0
300,32.53,35,56.889,300,0
300,32.58,35,56.889,300,0
300,32.63,35,56.948,300,0
300,32.68,35,56.948,300,0
300,32.73,35,56.948,300,0
300,32.78,35,56.948,300,0
300,32.83,35,56.889,300,0
300,32.88,35,56.889,300,0
300,32.93,35,56.889,300,0
300,32.98,35,56.889,300,0
300,33.03,35,56.889,300,0
300,33.08,35,56.889,300,0
300,33.13,35,56.889,300,0
300,33.18,35,56.889,300,0
300,33.23,35,56.889,300,0
300,33.28,35,56.889,300,0
300,33.33,35,56.889,300,0
300,33.38,35,56.889,300,0
300,33.43,35,56.948,300,0
300,33.48,35,56.948,300,0
300,33.53,35,56.889,300,0
300,33.58,35,56.889,300,0
300,33.64,35,56.889,300,0
300,33.69,35,56.889,300,0
300,33.74,35,56.889,300,0
300,33.79,35,56.889,300,0
300,33.84,35,56.948,300,0
300,33.89,35,56.948,300,0
300,33.94,35,56.889,300,0
300,33.99,35,56.889,300,0
300,34.04,35,56.889,300,0
300,34.09,35,56.889,300,0
300,34.14,35,56.889,300,0
300,34.19,35,56.889,300,0
300,34.24,35,56.889,300,0
300,34.29,35,56.889,300,0
300,34.34,35,56.948,300,0
300,34.39,35,56.948,300,0
300,34.44,35,56.948,300,0
300,34.49,35,56.948,300,0
300,34.54,35,56.889,300,0
300,34.59,35,56.889,300,0
300,34.64,35,56.948,300,0
300,34.69,35,56.948,300,0
300,34.74,35,56.948,300,0
300,34.79,35,56.948,300,0
300,34.84,35,56.889,300,0
300,34.89,35,56.889,300,0
300,34.94,35,56.948,300,0
300,34.99,35,56.948,300,0
300,35.04,35,56.889,300,0
300,35.09,35,56.889,300,0
300,35.14,35,56.889,300,0
300,35.19,35,56.889,300,0
300,35.24,35,56.889,300,0
300,35.29,35,56.889,300,0
300,35.34,35,56.889,300,0
300,35.4,35,56.889,300,0
300,35.45,35,56.889,300,0
300,35.5,35,56.889,300,0
300,35.55,35,56.889,300,0
300,35.6,35,56.889,300,0
300,35.65,35,56.889,300,0
300,35.7,35,56.889,300,0
300,35.75,35,56.889,300,0
300,35.8,35,56.889,300,0
300,35.85,35,56.948,300,0
300,35.9,35,56.948,300,0
300,35.95,35,56.889,300,0
300,36.0,35,56.889,300,0
300,36.05,35,56.889,300,0
300,36.1,35,56.889,300,0
300,36.15,35,56.889,300,0
300,36.2,35,56.889,300,0
300,36.25,35,56.948,300,0
300,36.3,35,56.948,300,0
300,36.35,35,56.667,300,0
300,36.4,35,56.667,300,0
300,36.45,35,56.948,300,0
300,36.5,35,56.948,300,0
300,36.55,35,56.948,300,0
300,36.6,35,56.948,300,0
300,36.65,35,56.889,300,0
300,36.7,35,56.889,300,0
300,36.75,35,56.889,300,0
300,36.8,35,56.889,300,0
300,36.85,35,56.667,300,0
300,36.9,35,56.667,300,0
300,36.95,35,56.948,300,0
300,37.0,35,56.948,300,0
300,37.05,35,56.889,300,0
300,37.1,35,56.889,300,0
300,37.15,35,56.948,300,0
300,37.21,35,56.948,300,0
300,37.26,35,56.609,300,0
300,37.31,35,56.609,300,0
300,37.36,35,56.609,300,0
300,37.41,35,56.609,300,0
300,37.46,35,56.667,300,0
300,37.51,35,56.667,300,0
300,37.56,35,56.667,300,0
300,37.61,35,56.667,300,0
300,37.66,35,56.948,300,0
300,37.71,35,56.948,300,0
300,37.76,35,56.667,300,0
300,37.81,35,56.667,300,0
300,37.86,35,56.889,300,0
300,37.91,35,56.889,300,0
300,37.96,35,56.889,300,0
300,38.01,35,56.889,300,0
300,38.06,35,56.948,300,0
300,38.11,35,56.948,300,0
300,38.16,35,56.667,300,0
300,38.21,35,56.667,300,0
300,38.26,35,56.667,300,0
300,38.31,35,56.667,300,0
300,38.36,35,56.667,300,0
300,38.41,35,56.667,300,0
300,38.46,35,56.609,300,0
300,38.51,35,56.609,300,0
300,38.56,35,56.889,300,0
300,38.61,35,56.889,300,0
300,38.66,35,56.609,300,0
300,38.71,35,56.609,300,0
300,38.76,35,56.948,300,0
300,38.81,35,56.667,300,0
300,38.86,35,56.667,300,0
300,38.91,35,56.948,300,0
300,38.96,35,56.948,300,0
300,39.01,35,56.667,300,0
300,39.06,35,56.667,300,0
300,39.12,35,56.889,300,0
300,39.17,35,56.889,300,0
300,39.22,35,56.667,300,0
300,39.27,35,56.667,300,0
300,39.32,35,56.609,300,0
300,39.37,35,56.609,300,0
300,39.42,35,56.609,300,0
300,39.47,35,56.609,300,0
300,39.52,35,56.948,300,0
300,39.57,35,56.948,300,0
300,39.62,35,56.609,300,0
300,39.67,35,56.609,300,0
300,39.72,35,56.948,300,0
300,39.77,35,56.948,300,0
300,39.82,35,56.609,300,0
300,39.87,35,56.609,300,0
300,39.92,35,56.667,300,0
300,39.97,35,56.667,300,0
300,40.02,35,56.667,300,0
300,41.02,35,56.667,300,0
300,42.02,35,56.609,300,0
300,43.02,35,56.667,300,0
300,44.02,34,56.667,300,0
300,45.02,34,56.667,300,0
300,46.02,34,56.667,300,0
300,47.02,34,56.609,300,0
300,48.02,34,56.609,300,0
300,49.02,34,56.667,300,0
300,50.02,34,56.609,300,0
300,51.02,34,56.667,300,0
300,52.02,34,56.609,300,0
300,53.02,34,56.609,300,0
300,54.02,34,56.609,300,0
300,55.03,34,56.609,300,0
300,56.03,34,56.609,300,0
